id,chemin,classe,r_channel_mean,r_channel_var,r_channel_std,r_channel_25p,r_channel_50p,r_channel_75p,r_channel_iqr,g_channel_mean,g_channel_var,g_channel_std,g_channel_25p,g_channel_50p,g_channel_75p,g_channel_iqr,b_channel_mean,b_channel_var,b_channel_std,b_channel_25p,b_channel_50p,b_channel_75p,b_channel_iqr,r_hist_0,r_hist_1,r_hist_2,r_hist_3,g_hist_0,g_hist_1,g_hist_2,g_hist_3,b_hist_0,b_hist_1,b_hist_2,b_hist_3
245,../data/images/train/clean/WhatsApp Image 2020-08-14 at 10.03.55 AM (1).jpeg,clean,123.15114570361146,2506.844772244855,50.06840093556868,93.0,106.0,132.0,39.0,120.26011623080116,2466.492671634476,49.663796387655225,91.0,103.0,128.0,37.0,124.87181403071814,2429.631928672762,49.29129668280966,94.0,108.0,139.0,45.0,2.14,69.78,16.75,11.33,2.54,72.1,14.56,10.8,2.24,66.37,20.22,11.17
246,../data/images/train/clean/01948_02.jpg,clean,137.4330138888889,2476.2800184164735,49.762234861554134,99.0,121.0,191.0,92.0,136.5189,2634.0920761233333,51.32340670808333,95.0,116.0,192.0,97.0,132.1563277777778,3208.5369949592273,56.64394932346461,87.0,112.0,191.0,104.0,4.38,51.01,20.03,24.58,4.73,52.23,17.76,25.27,10.61,42.58,22.06,24.76
247,../data/images/train/clean/WhatsApp Image 2020-05-09 at 2.08.14 PM (6).jpeg,clean,121.54674198250729,2555.4349191715223,50.551309767121985,76.0,117.0,167.0,91.0,122.98949951409135,3210.3751958622447,56.6601729247471,75.0,111.0,172.0,97.0,113.87210155490767,3622.1549758069846,60.18434161646187,72.0,100.0,150.0,78.0,15.3,39.69,37.72,7.3,15.47,40.91,32.18,11.44,18.63,40.68,31.6,9.09
248,../data/images/train/clean/WhatsApp Image 2020-07-11 at 5.13.05 PM (12).jpeg,clean,135.70011067708333,1558.3881002481671,39.47642461328238,108.0,137.0,159.0,51.0,136.017890625,1475.1025900817872,38.407064325222606,108.0,138.0,159.0,51.0,125.200244140625,1637.0622102268537,40.46062543049543,94.0,123.0,150.0,56.0,1.43,39.04,51.22,8.31,1.04,39.2,52.32,7.44,2.73,50.62,40.92,5.73
249,../data/images/train/clean/WhatsApp Image 2020-10-26 at 9.19.15 AM (1).jpeg,clean,129.23037628783,1663.6068128735387,40.787336427787714,100.0,142.0,158.0,58.0,132.52587411461687,1563.5125428611643,39.54127644451004,104.0,144.0,159.0,55.0,120.3494047810689,2153.6304022133268,46.40722359949286,82.0,135.0,154.0,72.0,7.48,36.05,53.61,2.86,5.43,35.59,55.63,3.34,13.98,33.79,49.01,3.23
250,../data/images/train/clean/WhatsApp Image 2020-05-09 at 3.57.59 PM.jpeg,clean,106.6496345305608,2968.641780899829,54.48524369863669,66.0,93.0,127.0,61.0,114.12798991808444,2769.315219084965,52.624283549374475,77.0,101.0,134.0,57.0,105.0420415879017,2892.143367980627,53.778651600617756,65.0,91.0,129.0,64.0,22.25,53.14,17.79,6.82,10.95,59.86,22.55,6.65,23.15,51.02,20.32,5.51
251,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.10.03 PM (2).jpeg,clean,97.15041346153846,4009.5654943803333,63.3211299202749,45.0,73.0,149.0,104.0,91.24775641025641,3754.672315479125,61.27538099007729,45.0,67.0,130.0,85.0,81.29333012820513,3341.722114487169,57.807630244520226,40.0,57.0,113.0,73.0,45.36,22.65,21.82,10.17,48.04,26.2,16.19,9.56,53.55,26.05,13.05,7.35
252,../data/images/train/clean/WhatsApp Image 2020-08-22 at 5.36.25 PM (3).jpeg,clean,111.5399496855346,2932.2441838968393,54.15020022028394,77.0,102.0,130.0,53.0,111.60067610062893,2361.569990108926,48.595987386912164,87.0,104.0,126.0,39.0,103.37604402515723,1644.9809305137849,40.55836449505558,83.0,101.0,119.0,36.0,14.92,58.69,16.07,10.32,12.23,63.48,15.85,8.44,13.42,67.92,14.89,3.78
253,../data/images/train/clean/01616_03.jpg,clean,138.0204611111111,863.2448035651543,29.381027952833,120.0,142.0,161.0,41.0,139.184975,680.7851481382639,26.09185980604418,131.0,145.0,154.0,23.0,141.46392777777777,1097.097721017006,33.12246550329559,140.0,150.0,159.0,19.0,2.91,30.43,65.96,0.7,2.92,18.14,78.5,0.43,4.81,13.08,81.5,0.61
254,../data/images/train/clean/WhatsApp Image 2020-12-17 at 10.28.20 PM (4).jpeg,clean,84.61890138888889,3379.495433293052,58.13342784743604,35.0,73.0,125.0,90.0,90.85486041666667,3484.7400588069077,59.03168690463544,41.0,77.0,137.0,96.0,96.58794930555555,4855.917512141877,69.68441369590388,53.0,67.0,127.0,74.0,46.97,29.58,18.73,4.72,45.92,23.13,26.57,4.38,43.63,31.69,7.41,17.27
255,../data/images/train/clean/01010_07.jpg,clean,109.06525277777777,2116.6837448527704,46.00743140898838,84.0,103.0,131.0,47.0,110.14172222222223,2162.578009256173,46.50352684750021,86.0,107.0,130.0,44.0,108.65983888888888,2344.2394959740427,48.41734705633966,83.0,109.0,126.0,43.0,14.74,58.08,17.12,10.06,14.45,58.95,16.35,10.25,16.14,59.86,13.5,10.49
256,../data/images/train/clean/WhatsApp Image 2020-12-27 at 12.39.22 PM (1).jpeg,clean,128.40610583446406,3540.402696775773,59.501283152347,86.0,108.0,168.0,82.0,130.93969131614654,3024.9285507866684,54.99935045786149,91.0,113.0,166.0,75.0,111.25463534599729,3855.881220881275,62.09574237321972,68.0,93.0,152.0,84.0,8.33,53.81,19.03,18.83,4.16,57.17,21.49,17.18,21.1,46.52,18.71,13.67
257,../data/images/train/clean/WhatsApp Image 2020-05-10 at 4.59.16 PM.jpeg,clean,94.95031922791388,3165.9941390963118,56.26716750553836,53.0,83.0,111.0,58.0,101.1788864142539,3088.6293953449294,55.5754387777994,55.0,94.0,131.0,76.0,101.5743429844098,3364.9496550063413,58.008186103397,52.0,84.0,156.0,104.0,34.57,47.14,8.19,10.1,33.39,39.03,18.32,9.25,37.94,27.59,26.82,7.66
258,../data/images/train/clean/01585_02.jpg,clean,137.28070277777778,1640.8652531727705,40.507595006032766,119.0,138.0,168.0,49.0,138.31565833333335,1796.3492459277084,42.38336048412995,117.0,138.0,171.0,54.0,134.02039166666665,2224.1615147354864,47.161016896749445,110.0,132.0,176.0,66.0,6.96,25.58,59.67,7.78,7.35,25.72,56.32,10.6,10.21,33.52,44.28,11.99
259,../data/images/train/clean/WhatsApp Image 2020-09-21 at 8.53.15 AM (2).jpeg,clean,143.91875992892977,2694.6819060082103,51.91032562032539,100.0,151.0,184.0,84.0,139.33460963628764,2469.4810030510016,49.69387289245025,101.0,145.0,176.0,75.0,137.6409301839465,2741.731829736765,52.36154915333164,94.0,146.0,176.0,82.0,6.11,32.65,42.11,19.13,6.79,33.62,46.02,13.57,9.34,29.68,47.61,13.36
260,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.35.23 AM (18).jpeg,clean,122.2605175132802,2394.168606803894,48.93024225163712,96.0,123.0,149.0,53.0,113.16788429614874,2307.7172838206097,48.03870610060818,84.0,111.0,136.0,52.0,105.17686171978751,2586.7277753769627,50.85988375308149,72.0,102.0,125.0,53.0,11.82,43.4,38.41,6.37,11.99,55.97,26.09,5.95,20.05,56.44,17.23,6.28
261,../data/images/train/clean/00895_02.jpg,clean,127.516025,2583.749987643819,50.830600897921904,86.0,119.0,181.0,95.0,131.27657222222223,2294.9163966947835,47.90528568639147,93.0,120.0,183.0,90.0,130.7301388888889,2441.8066249807102,49.41463978398214,94.0,120.0,184.0,90.0,7.84,50.39,22.18,19.58,5.26,53.53,18.92,22.29,6.99,51.77,19.48,21.76
262,../data/images/train/clean/00175_05.jpg,clean,128.03535,2285.9273281552787,47.81137237264037,93.0,118.0,178.0,85.0,131.62475555555557,2216.459474940246,47.07928923571644,96.0,121.0,181.0,85.0,128.48713333333333,2685.0996844488895,51.81794751289257,97.0,118.0,182.0,85.0,8.42,44.76,42.84,3.98,6.53,45.55,40.01,7.92,11.39,42.6,36.55,9.46
263,../data/images/train/clean/WhatsApp Image 2020-07-26 at 4.35.44 PM.jpeg,clean,108.46408883354088,4061.8810848173484,63.73288856483243,66.0,80.0,132.0,66.0,103.44306766293067,3771.817003623896,61.4151203175887,63.0,76.0,124.0,61.0,101.0356807804068,3632.168629331058,60.26747571726443,63.0,76.0,119.0,56.0,20.86,53.09,9.18,16.87,26.41,49.53,10.69,13.37,25.86,51.37,10.77,12.0
264,../data/images/train/clean/WhatsApp Image 2020-05-11 at 8.24.43 PM (8).jpeg,clean,113.67433225921948,2164.9586952666177,46.52911663965498,75.0,114.0,150.0,75.0,107.52616183315432,1877.6580516845154,43.33195185639017,73.0,109.0,140.0,67.0,89.71912638739707,1821.745703640668,42.68191307381463,53.0,89.0,120.0,67.0,18.91,40.23,37.44,3.42,16.2,47.63,33.82,2.35,33.2,48.18,16.94,1.69
265,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.11.10 PM (13).jpeg,clean,100.62023312544994,3162.0439759887213,56.23205470182217,44.0,114.0,152.0,108.0,106.49505755266206,3149.5063871578664,56.12046317661559,48.0,121.0,157.0,109.0,94.26444440749319,2983.154416454948,54.61826083330509,46.0,78.0,154.0,108.0,39.42,14.0,45.45,1.13,35.38,16.12,47.1,1.4,42.38,22.52,33.88,1.22
266,../data/images/train/clean/01010_06.jpg,clean,124.04851388888889,2694.005332513696,51.903808458664145,87.0,104.0,191.0,104.0,125.1495,2683.01416086111,51.79782003966103,91.0,107.0,192.0,101.0,123.83204444444445,2825.0406464869134,53.15111143228252,91.0,108.0,193.0,102.0,8.41,53.23,13.63,24.73,8.27,53.8,12.41,25.53,9.82,53.92,10.45,25.8
267,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.40.20 AM.jpeg,clean,134.56493781354516,2282.7088349198357,47.77770227752519,100.0,130.0,164.0,64.0,132.5728898411371,2107.057831928917,45.90269961482567,100.0,128.0,162.0,62.0,129.53214882943143,1976.8949572554418,44.462286909868254,98.0,124.0,159.0,61.0,5.28,42.73,39.39,12.6,5.29,44.26,39.25,11.2,5.14,47.77,37.61,9.47
268,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.40.20 AM (2).jpeg,clean,106.71554301962942,2409.9243814194942,49.09098065245279,75.0,101.0,134.0,59.0,95.79191432764631,2189.230168523939,46.789209958322004,64.75,91.0,123.0,58.25,81.94473032471106,2421.7412444741467,49.21119023630852,41.0,82.0,115.0,74.0,17.91,53.36,24.48,4.25,24.28,52.96,20.3,2.45,39.99,41.09,17.13,1.8
269,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.35.23 AM (4).jpeg,clean,120.51631451804974,1524.0298139063627,39.03882444319197,95.0,115.0,131.0,36.0,118.11483957674118,1510.0673609058988,38.85958518700243,95.0,112.0,125.0,30.0,111.82877411452485,1642.6653047666991,40.52980760831094,84.0,107.0,119.0,35.0,1.86,68.81,23.76,5.57,1.64,75.34,17.5,5.52,3.95,77.38,13.23,5.44
270,../data/images/train/clean/WhatsApp Image 2020-09-20 at 7.02.49 PM (3).jpeg,clean,121.96568509615385,3583.4875385199834,59.86223800126407,80.0,97.0,169.0,89.0,117.65527382943144,3283.0170240261878,57.29761796118743,78.0,97.0,155.0,77.0,110.67167433110367,2770.9809344875866,52.640107660296316,78.0,98.0,140.0,62.0,10.38,54.55,18.2,16.87,12.77,51.59,21.4,14.24,14.3,54.39,21.95,9.36
271,../data/images/train/dirty/WhatsApp Image 2020-10-26 at 9.07.50 AM (2).jpeg,dirty,83.36613854166667,4920.974752984971,70.1496596783261,32.0,51.0,142.0,110.0,81.19087708333333,4587.611918022396,67.73191210959865,33.0,47.0,141.0,108.0,76.52347239583334,4498.333845921636,67.06961939598014,28.0,43.0,141.0,113.0,59.33,14.4,13.94,12.33,61.66,12.33,14.37,11.64,64.11,10.04,15.61,10.24
272,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 5.57.48 PM (2).jpeg,dirty,114.36920199501247,4617.846042339082,67.95473524589056,60.0,90.0,179.0,119.0,114.53645054031588,4022.1337752650097,63.420294663971795,62.0,103.0,165.0,103.0,116.58236492103076,4632.871129569244,68.06519763850865,52.0,116.0,170.0,118.0,26.73,36.04,16.17,21.06,25.94,39.29,16.7,18.07,30.13,22.64,30.83,16.4
273,../data/images/train/dirty/WhatsApp Image 2020-05-10 at 5.16.14 PM (3).jpeg,dirty,115.36207175925927,1473.175559133739,38.381969193017426,94.0,112.0,129.0,35.0,117.12174189814814,1294.6751557620871,35.98159468064315,98.0,114.0,130.0,32.0,116.89755787037036,1217.0452000545213,34.88617491291531,98.0,112.0,129.0,31.0,5.26,68.6,21.36,4.79,3.67,69.28,22.71,4.34,2.82,70.58,22.58,4.02
274,../data/images/train/dirty/DSJ9Un1XUAYwjEV.jpeg,dirty,112.12201449275362,3205.1616583572777,56.614147157378234,71.0,112.0,156.0,85.0,107.95158937198067,3118.2009752516747,55.840853998230315,68.0,106.0,149.0,81.0,101.56905314009661,3582.414091567225,59.85327135225965,56.0,96.0,145.0,89.0,22.22,41.2,26.56,10.03,23.09,44.6,23.14,9.18,29.68,40.47,18.89,10.97
275,../data/images/train/dirty/6495.jpeg,dirty,98.95206382978724,2880.5675106342237,53.670918667693996,56.0,93.0,121.0,65.0,93.79172340425532,2130.6439612851973,46.158899047585585,57.0,92.0,118.0,61.0,83.65882978723404,1859.733539056134,43.124627987452065,48.0,83.0,106.0,58.0,30.36,47.76,12.38,9.5,30.39,49.08,17.41,3.12,34.84,53.36,8.8,3.0
276,../data/images/train/dirty/WhatsApp Image 2020-10-20 at 7.28.07 PM.jpeg,dirty,92.24723933894887,2571.5448707871774,50.710401997885775,65.0,82.0,117.0,52.0,89.57440554707571,2435.9994567166177,49.355845213273554,62.0,81.0,114.0,52.0,86.13870986991287,2246.110466671818,47.39314788734568,57.0,83.0,109.0,52.0,24.06,63.58,6.22,6.14,25.61,63.24,5.29,5.87,27.56,61.76,5.35,5.33
277,../data/images/train/dirty/WhatsApp Image 2020-07-21 at 2.51.10 PM (1).jpeg,dirty,122.66789247311829,1779.0766795009824,42.17910240274184,90.0,125.0,151.0,61.0,120.31256630824373,1800.5785460305494,42.43322455376859,94.0,121.0,146.0,52.0,115.75151971326164,1866.7057844288229,43.20539068714485,93.0,116.0,140.0,47.0,8.35,45.92,42.71,3.03,9.8,52.17,35.2,2.83,11.9,57.43,28.02,2.65
278,../data/images/train/dirty/1281.full.jpeg,dirty,119.54818609429066,3393.5669583450954,58.25432995361886,78.0,115.0,150.0,72.0,113.8830788238498,3532.080305713718,59.43130745418376,75.0,107.0,142.0,67.0,101.80792343489684,4181.433439517976,64.66400420263174,54.0,94.0,133.0,79.0,16.11,44.61,26.81,12.47,19.08,47.73,21.67,11.52,31.64,40.29,16.97,11.1
279,../data/images/train/dirty/WhatsApp Image 2020-09-22 at 11.27.31 AM.jpeg,dirty,138.9090954222408,3835.335636336838,61.930086681166834,88.0,121.0,189.0,101.0,133.41288879598662,4008.517107499338,63.312851045418405,83.0,114.0,189.0,106.0,126.46984218227425,3543.18857106623,59.52468875236753,83.0,108.0,178.0,95.0,6.91,44.75,24.29,24.04,10.65,43.54,21.55,24.26,13.15,44.29,23.82,18.74
280,../data/images/train/dirty/WhatsApp Image 2020-12-22 at 11.16.47 AM (4).jpeg,dirty,121.48231666666666,5231.682195633057,72.33036841903308,52.0,122.0,188.0,136.0,120.70203541666666,4206.515460857079,64.85765537588512,62.0,119.0,177.0,115.0,105.68654791666667,4711.252629041456,68.63856517324248,39.0,104.0,164.0,125.0,31.47,21.06,23.99,23.47,25.56,29.18,25.86,19.4,40.17,18.39,27.3,14.15
281,../data/images/train/dirty/img-20151212-wa0005_1_grande.jpg,dirty,113.3837037037037,6495.659067764059,80.59565166784161,45.0,91.0,183.0,138.0,112.30268755935423,6104.578589168288,78.13180267450821,48.0,87.0,172.0,124.0,106.85873694207028,6168.023634492055,78.53676613212474,42.0,80.0,165.0,123.0,37.2,25.11,14.47,23.23,36.56,27.84,14.12,21.49,40.74,25.22,13.81,20.22
282,../data/images/train/dirty/WhatsApp Image 2020-05-12 at 9.01.11 AM (2).jpeg,dirty,118.71017832647462,992.3535754140157,31.501644011289564,96.0,123.0,143.0,47.0,106.3028840877915,938.2786075942464,30.631333754739547,86.0,108.0,130.0,44.0,93.41151234567901,1137.8800505934692,33.73247768239785,69.0,96.0,119.0,50.0,4.98,49.95,44.55,0.52,8.89,63.41,27.45,0.25,20.87,64.45,14.6,0.09
283,../data/images/train/dirty/WhatsApp Image 2020-05-10 at 5.07.36 PM (6).jpeg,dirty,136.36662573099414,2450.867877971033,49.50624079821687,95.0,128.0,174.0,79.0,127.48786842105262,1977.268010719529,44.466481879270916,94.0,118.0,153.0,59.0,109.1733918128655,2124.0228066242607,46.08712191734542,78.0,101.0,135.0,57.0,2.27,47.58,33.53,16.62,1.94,58.58,30.82,8.66,12.45,58.88,22.46,6.21
284,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.39.55 AM (1).jpeg,dirty,115.296625,3869.900134442708,62.20852139733517,61.0,104.0,174.0,113.0,138.287775,3171.6039355493754,56.31699508629145,89.0,129.0,190.0,101.0,135.38364583333333,2797.5437950412324,52.89181217392,89.0,124.0,182.0,93.0,26.55,33.11,24.09,16.25,6.01,43.1,26.79,24.1,3.5,48.44,27.32,20.75
285,../data/images/train/dirty/WhatsApp Image 2020-12-27 at 12.34.56 PM (1).jpeg,dirty,114.70580967741935,2752.5169456024864,52.4644350546395,74.0,120.0,143.0,69.0,128.2537370967742,2816.9065481308808,53.074537662902735,92.0,126.0,158.0,66.0,129.64686612903225,3781.8125916304657,61.496443731572526,89.0,128.0,159.0,70.0,20.94,37.46,32.88,8.72,14.0,37.17,31.8,17.03,17.75,32.18,32.73,17.34
286,../data/images/train/dirty/WhatsApp Image 2020-10-04 at 10.57.05 AM (1).jpeg,dirty,95.86066510416667,1741.8636238076356,41.735639731620694,72.0,89.0,113.0,41.0,76.20363541666667,1676.4745388670792,40.94477425590571,47.0,70.0,98.0,51.0,71.55266197916667,1740.2581215076175,41.7164011092474,40.0,63.0,91.0,51.0,19.45,64.18,12.06,4.3,43.18,49.0,4.77,3.05,50.94,39.69,6.96,2.42
287,../data/images/train/dirty/asdfasf.jpeg,dirty,138.74688663282572,3529.666255112359,59.41099439592271,93.0,122.0,185.0,92.0,135.5012394247039,3128.942121983285,55.93694773567186,94.0,122.0,174.0,80.0,119.86944162436548,3748.0515501112277,61.22133247579007,73.0,101.0,163.0,90.0,6.02,47.53,23.84,22.6,5.68,48.14,26.77,19.41,15.96,46.71,20.86,16.47
288,../data/images/train/dirty/CzLc3ygWgAAaF5z.jpeg,dirty,85.59613079019074,5239.651648971087,72.38543810029118,24.0,62.0,136.0,112.0,88.33430063578565,5112.868738089454,71.50432670887444,26.0,67.0,142.0,116.0,89.50980472297911,5006.296189062685,70.7551848917285,26.0,72.0,147.0,121.0,50.95,21.92,14.53,12.61,48.41,22.84,15.97,12.78,46.47,23.59,18.97,10.97
289,../data/images/train/dirty/WhatsApp Image 2020-12-16 at 8.56.53 AM.jpeg,dirty,129.9074043687291,1995.3015101836859,44.66879794872128,107.0,132.0,149.0,42.0,127.51025135869565,1923.8303965818857,43.86149104376054,106.0,130.0,147.0,41.0,120.53510869565217,2484.4931214764806,49.84469000281254,99.0,129.0,146.0,47.0,7.45,34.76,49.36,8.43,7.51,38.74,46.38,7.36,16.99,30.66,46.27,6.08
290,../data/images/train/dirty/1499.full.jpeg,dirty,47.35612070944936,2160.7645516172356,46.4840246925461,10.0,30.0,79.0,69.0,95.31180832559059,1451.375959793445,38.09692848240452,70.0,88.0,117.0,47.0,126.84954387868981,1676.3575958187234,40.94334617271436,99.0,123.0,153.0,54.0,65.9,28.17,4.86,1.07,18.84,65.62,12.83,2.71,4.18,51.4,37.68,6.74
291,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.38.07 AM (3).jpeg,dirty,132.24882916666667,4152.791521545816,64.44215640049467,87.0,137.0,185.0,98.0,124.71454166666666,4067.5839552065972,63.77761327618491,74.0,130.0,178.0,104.0,119.46996041666667,3999.9483642901,63.24514498592046,68.0,122.0,172.0,104.0,17.44,27.17,34.5,20.89,21.74,26.87,34.66,16.74,23.27,29.0,34.76,12.97
292,../data/images/train/dirty/WhatsApp Image 2020-08-31 at 9.28.16 AM.jpeg,dirty,131.81047293447293,2507.0924897478426,50.070874665296614,99.0,133.0,161.0,62.0,130.7153675213675,2336.8924487395725,48.341415460654154,100.0,131.0,154.0,54.0,118.55923076923077,2621.7418934253787,51.2029480931067,86.0,112.0,148.0,62.0,8.27,37.72,43.41,10.6,8.14,36.98,44.77,10.12,13.82,46.82,30.54,8.83
293,../data/images/train/dirty/WhatsApp Image 2020-06-29 at 8.55.45 AM (3).jpeg,dirty,134.95480697384806,2922.367322472081,54.058924540468624,112.0,127.0,146.0,34.0,116.75709630552096,2937.1479986254294,54.195461051876194,92.0,113.0,127.0,35.0,107.24048360315484,2552.846860455211,50.525704947632455,81.0,109.0,120.0,39.0,8.35,43.18,33.38,15.1,14.76,60.62,14.31,10.3,18.24,62.61,11.84,7.31
294,../data/images/train/dirty/CXaVPqgWQAEI030.jpeg,dirty,111.21896164021165,4059.4116854297454,63.71351258116088,49.0,100.0,174.0,125.0,109.72185846560846,3928.291572472032,62.67608453367227,52.0,93.0,165.0,113.0,105.40282407407408,4041.700814775927,63.57437231130109,49.0,86.0,153.0,104.0,36.12,24.18,26.93,12.77,35.83,25.68,27.95,10.54,39.19,24.22,26.75,9.84
295,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.40.50 AM (5).jpeg,dirty,110.23223125,3106.2303623965236,55.73356585036098,70.0,114.0,155.0,85.0,119.72923125,3077.5790238673567,55.47593193329299,82.0,128.0,160.0,78.0,110.53614583333334,3406.4083726453987,58.36444442162881,65.0,114.0,155.0,90.0,22.09,35.12,37.97,4.82,18.5,30.95,41.64,8.91,24.21,32.53,36.37,6.88
296,../data/images/train/dirty/0000811427.jpg,dirty,135.63811139028476,3625.697608660959,60.21376593986594,89.0,143.0,178.0,89.0,133.79536850921272,3505.0704877620237,59.2036357647233,88.0,140.0,176.0,88.0,133.2944472361809,3697.6494147279527,60.80830054135663,86.0,139.0,178.0,92.0,15.06,23.3,44.44,17.2,15.5,24.14,43.84,16.52,16.92,23.93,40.96,18.19
297,../data/images/train/dirty/WhatsApp Image 2020-12-20 at 7.12.45 PM (4).jpeg,dirty,151.12259696543407,5201.603394923777,72.12214219588724,97.0,141.0,227.0,130.0,146.50416047025723,5096.567709780517,71.39024940270568,93.0,132.0,216.0,123.0,142.42656953376206,5785.022124043793,76.05933291874044,83.0,134.0,215.0,132.0,12.9,25.37,31.16,30.56,12.49,33.57,24.78,29.16,18.89,25.07,27.51,28.53
298,../data/images/train/dirty/WhatsApp Image 2020-12-24 at 12.34.40 PM.jpeg,dirty,128.47789583333332,4464.713250989148,66.81850979323879,76.0,93.0,191.0,115.0,128.30204947916667,3830.038701007969,61.8873064610827,85.0,101.0,186.0,101.0,119.15974739583334,4609.137353165358,67.89062787429026,67.0,82.0,179.0,112.0,12.98,41.02,21.06,24.93,10.8,48.09,17.54,23.58,19.81,41.85,15.75,22.6
299,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.38.06 AM.jpeg,dirty,118.54768125,4460.566173373401,66.78747018246312,64.0,116.0,162.0,98.0,117.73243125,4547.511191339024,67.43523701551752,64.0,114.0,161.0,97.0,115.5249390625,5126.706728043162,71.60102462984145,54.0,111.0,161.0,107.0,24.74,32.96,24.58,17.72,24.94,33.57,23.39,18.11,29.16,30.51,21.58,18.75
300,../data/images/train/dirty/WhatsApp Image 2020-05-18 at 11.21.18 AM (5).jpeg,dirty,133.92810030395137,4718.004303584671,68.68773037147662,68.0,131.0,187.0,119.0,126.05805217831814,5053.360588911159,71.08699310641265,62.0,111.0,193.0,131.0,112.29020770010132,5863.129057099718,76.57107193385579,57.0,81.0,161.0,104.0,21.98,27.01,27.68,23.32,26.53,29.66,18.0,25.81,33.97,33.75,11.31,20.97
301,../data/images/train/dirty/WhatsApp Image 2020-09-24 at 8.49.45 AM (1).jpeg,dirty,130.34551421404683,2999.8544681720396,54.77092721665427,96.0,109.0,159.0,63.0,127.76951295986622,2976.6688050721564,54.55885633948128,94.0,108.0,157.0,63.0,119.29094115802675,2669.263106691559,51.66491175538345,87.0,102.0,149.0,62.0,3.18,62.55,20.23,14.05,3.9,63.32,19.46,13.32,6.47,63.23,19.11,11.19
302,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 8.43.05 PM.jpeg,dirty,106.2546435897436,3168.1369540781,56.28620571754771,61.0,106.0,142.0,81.0,103.60847179487179,3201.334859510744,56.58033986740221,58.0,104.0,137.0,79.0,91.53244102564102,3435.6683527080613,58.614574575851535,42.0,86.0,126.0,84.0,26.03,39.67,26.32,7.98,27.55,41.26,23.24,7.95,37.44,38.46,16.87,7.23
303,../data/images/train/dirty/59b355150e3c7.jpeg,dirty,142.24671273031825,2053.553182242434,45.316147036596504,117.0,148.0,174.0,57.0,141.06068257956449,2099.5780219796466,45.82115256057672,116.0,148.0,173.0,57.0,139.38538944723618,2403.29220780478,49.02338429570912,108.0,146.0,174.0,66.0,7.74,24.94,55.37,11.94,8.12,24.21,57.38,10.28,9.21,27.45,51.23,12.11
304,../data/images/train/dirty/5365.full.jpeg,dirty,100.96552469135803,2422.4509410827236,49.218400431979944,62.0,94.0,129.0,67.0,104.13317901234568,2318.880411498819,48.15475481713949,68.0,100.0,131.0,63.0,101.68623456790124,2480.3046685375707,49.80265724374123,61.0,100.0,132.0,71.0,26.22,48.03,20.34,5.41,22.37,50.49,21.82,5.32,28.01,44.07,22.33,5.58
305,../data/images/train/dirty/279.full.jpeg,dirty,100.0877316792806,2755.942848145533,52.497074662742236,61.0,101.0,134.0,73.0,103.56361643473308,2461.8617773307433,49.617152047762104,64.0,103.0,133.0,69.0,102.49281819661458,2522.924671728993,50.22872357256347,62.0,100.0,130.0,68.0,25.79,44.39,24.34,5.48,24.88,45.83,23.6,5.68,25.41,47.79,20.74,6.07
306,../data/images/train/dirty/WhatsApp Image 2020-10-20 at 7.28.06 PM (6).jpeg,dirty,122.7839360367893,2932.1058550343705,54.14892293512744,87.0,122.0,155.0,68.0,119.71958873327759,3328.9121507714945,57.69672565034774,75.0,118.0,157.0,82.0,115.86667276337792,3566.1159503320873,59.716965347647125,70.0,112.0,157.0,87.0,16.12,38.72,35.86,9.3,19.67,37.51,33.42,9.41,21.81,39.34,28.68,10.17
307,../data/images/train/dirty/imagklkes.jpeg,dirty,122.80317401960784,4145.0005283242945,64.38167851434362,65.0,113.0,175.0,110.0,133.18890522875816,4501.608604030234,67.0940280802266,75.0,120.0,202.0,127.0,137.98705065359476,5460.4295545366485,73.89471939547946,73.0,121.0,220.0,147.0,23.58,32.24,25.73,18.45,15.69,37.12,19.56,27.63,18.12,33.93,19.55,28.4
308,../data/images/train/dirty/WhatsApp Image 2020-05-25 at 12.48.32 AM.jpeg,dirty,100.18386284722222,6542.269837393227,80.88429907833304,16.0,84.0,167.0,151.0,64.13568865740741,3284.2464612734366,57.308345476670645,14.0,44.0,102.0,88.0,37.40702835648148,671.5666629864645,25.914603276655896,18.0,27.0,54.0,36.0,44.93,14.56,23.21,17.3,56.72,27.97,11.39,3.92,82.72,17.08,0.2,0.0
